job_name,experience,education,salary,other,detail_url,company_name,type,numbers,location,words
服务端测试（多个组，不同级别）,经验不限,大专,1.2万-1.4万,暂无信息,http://jobs.zhaopin.com/CC385622410J40494732906.htm?refcode=4019&srccode=&preactionid=,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,北京-朝阳,"Java,Python,服务端"
赴日软件工程师（大学毕业生）,无经验,本科,1.3万-2.5万,暂无信息,http://jobs.zhaopin.com/CC579165780J40398752513.htm?refcode=4019&srccode=&preactionid=,株式会社ProfaceSystems,外商独资,20-99人,北京,".NET,C++,Java,Python,SQL,小程序开发"
python开发（荣耀业务）,经验不限,本科,1万-1.4万,暂无信息,http://jobs.zhaopin.com/CC000544460J40495909816.htm?refcode=4019&srccode=&preactionid=,软通动力信息技术(集团)股份有限公司,民营,10000人以上,北京-海淀,"Python,Flask,Docker,GRADIO,MySQL"
python开发工程师,3-5年,大专,2万-2.5万,暂无信息,http://jobs.zhaopin.com/CC711342280J40556574414.htm?refcode=4019&srccode=&preactionid=,大连斗米科技有限公司,民营,300-499人,北京-石景山,"Python,Django,VUE3"
Java/C++/C/python/JS开发工程师,经验不限,本科,1.5万-3万,15薪,http://jobs.zhaopin.com/CC138117190J40468010105.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,
全栈工程师,经验不限,学历不限,8千-1.5万,暂无信息,http://jobs.zhaopin.com/CCL1477107340J40505147103.htm?refcode=4019&srccode=&preactionid=,人性化科技(北京)有限责任公司,民营,20人以下,北京-海淀,"后端开发,全栈开发,Java,Spring,Python,C++,MySQL,SQL,前端开发"
软件测试工程师,1-3年,大专,6千-8千,暂无信息,http://jobs.zhaopin.com/CC177872410J40434560816.htm?refcode=4019&srccode=&preactionid=,北京多铁克数字技术有限公司,民营,20-99人,北京-海淀,"Linux系统,软件测试,系统测试,功能测试,WEB端测试,Python,Linux,软件开发"
软件开发+不限语言Java/python/c/c++/js等,经验不限,本科,1.4万-2.8万,16薪,http://jobs.zhaopin.com/CC138117190J40393128205.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,
系统运维实习生,经验不限,本科,3千-4千,暂无信息,http://jobs.zhaopin.com/CC139131340J40440953211.htm?refcode=4019&srccode=&preactionid=,亚信科技,民营,10000人以上,北京-大兴,"Java,Python,Shell,SQL,Linux,CRM系统,MySQL"
量化算法工程师,经验不限,本科,1.5万-3万,暂无信息,http://jobs.zhaopin.com/CCL1241735280J40473533307.htm?refcode=4019&srccode=&preactionid=,北京瑞鑫天算资产管理有限公司,民营,20-99人,北京-海淀,"量化策略研究,Python"
Java/C/C++/python/前端开发工程师,经验不限,本科,1.8万-3.5万,15薪,http://jobs.zhaopin.com/CC138117190J40497453605.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,
python（外包 稳定 双休）,3-5年,本科,1.6万-1.8万,暂无信息,http://jobs.zhaopin.com/CC271678330J40553235214.htm?refcode=4019&srccode=&preactionid=,顶尖传诚,民营,100-299人,北京-西城,
python开发,1-3年,本科,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC487016930J40156772208.htm?refcode=4019&srccode=&preactionid=,北京文泽智远信息技术有限公司,民营,20-99人,北京,"Python,后端开发"
软件测试工程师,经验不限,本科,5千-1万,13薪,http://jobs.zhaopin.com/CCL1324945160J40454174201.htm?refcode=4019&srccode=&preactionid=,上海宏硕高科信息技术有限公司,民营,20-99人,北京,"Python,Java,MySQL,自动化测试,功能测试,性能测试,接口测试,Jmeter"
AI算法工程师,经验不限,本科,1.5万-2.1万,暂无信息,http://jobs.zhaopin.com/CC120106130J40444819810.htm?refcode=4019&srccode=&preactionid=,中国科学院自动化研究所,事业单位,1000-9999人,北京,"算法研究,智能飞行器,C++,Python"
python工程师,经验不限,本科,1.5万-2万,13薪,http://jobs.zhaopin.com/CC229736020J40344288708.htm?refcode=4019&srccode=&preactionid=,中国科学院软件研究所,国企,100-299人,北京-海淀,"Java,SQL"
信号处理（python）驱动工程师,1-3年,本科,8千-1.2万,暂无信息,http://jobs.zhaopin.com/CCL1295306140J40402664510.htm?refcode=4019&srccode=&preactionid=,北京耐数电子有限公司,民营,20-99人,北京-海淀,
数智化工程师,经验不限,本科,8千-1万,暂无信息,http://jobs.zhaopin.com/CC136626110J40495190402.htm?refcode=4019&srccode=&preactionid=,亿利资源集团有限公司,民营,1000-9999人,北京-朝阳,"Java,Python"
技术管理部-技术研发岗,3-5年,硕士,2万-3万,暂无信息,http://jobs.zhaopin.com/CCL1412199680J40530272007.htm?refcode=4019&srccode=&preactionid=,中电建智享云数据有限公司,国企,100-299人,北京-海淀,Python
"数据科学,R语言,python数据分析",无经验,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000016380J40418023916.htm?refcode=4019&srccode=&preactionid=,西门子(中国)有限公司,外商独资,10000人以上,北京-朝阳,"数据分析,Python"
python少儿编程老师,1-3年,大专,1.2万-2万,暂无信息,http://jobs.zhaopin.com/CCL1230334510J40553604914.htm?refcode=4019&srccode=&preactionid=,北京思维果教育科技有限公司,民营,100-299人,北京-朝阳,"Scratch,Python,C/C++,授课老师,线下教育"
对日开发初级技术员到项目经理的全职位招聘,1-3年,大专,2.5万-5万,暂无信息,http://jobs.zhaopin.com/CC579165780J40377444313.htm?refcode=4019&srccode=&preactionid=,株式会社ProfaceSystems,外商独资,20-99人,北京-东城,".NET,C,Java,C#,Python"
软件测试,1-3年,本科,6千-1.2万,暂无信息,http://jobs.zhaopin.com/CC352923980J40414007411.htm?refcode=4019&srccode=&preactionid=,北京宏软高科信息技术有限公司,民营,20-99人,北京,Python
"开发工程师（Java，c,c++,python,go等等）",经验不限,本科,1.6万-3万,14薪,http://jobs.zhaopin.com/CC138117190J40478270305.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"C,Python,Java,Linux开发"
"机器学习建模,python,数据分析",1-3年,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000016380J40417349016.htm?refcode=4019&srccode=&preactionid=,西门子(中国)有限公司,外商独资,10000人以上,北京-朝阳,"数据分析,Python"
软件测试实习生,经验不限,本科,3千-5千,暂无信息,http://jobs.zhaopin.com/CC121044660J40473615004.htm?refcode=4019&srccode=&preactionid=,时代亿信,民营,300-499人,北京-西城,"Java,Python,Selenium,Jmeter,Postman,性能测试,功能测试"
软件工程师（智慧水务）,3-5年,本科,1.7万-2.5万,暂无信息,http://jobs.zhaopin.com/CC254249010J40520551109.htm?refcode=4019&srccode=&preactionid=,北京铭泽源环境工程有限公司,民营,100-299人,北京-朝阳,"C++,Javascript,Python,MySQL,Oracle,SQLServer"
python开发/RPA开发,3-5年,大专,1.4万-1.7万,暂无信息,http://jobs.zhaopin.com/CC000544460J40495520316.htm?refcode=4019&srccode=&preactionid=,软通动力信息技术(集团)股份有限公司,民营,10000人以上,北京-朝阳,"MySQL,Python,RPA"
java/python/C/C++开发/前端/测试/大数据开发,经验不限,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000542940J40509272414.htm?refcode=4019&srccode=&preactionid=,华为技术有限公司,民营,10000人以上,北京-海淀,"后端开发,前端开发,软件测试"
运维工程师,经验不限,大专,5千-1万,13薪,http://jobs.zhaopin.com/CCL1324945160J40432292501.htm?refcode=4019&srccode=&preactionid=,上海宏硕高科信息技术有限公司,民营,20-99人,北京,"Python,网络爬虫技术,嵌入式技术,Linux,MySQL,自动化运维,数据库运维,系统运维"
软件测试工程师,经验不限,本科,1.5万-3万,14薪,http://jobs.zhaopin.com/CC138117190J40415844205.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"Python,自动化测试,功能测试,性能测试"
python大数据分析特训营课程/培训招生北京,经验不限,大专,8千-1.2万,暂无信息,http://jobs.zhaopin.com/CC145362720J40353542602.htm?refcode=4019&srccode=&preactionid=,51Testing,民营,100-299人,北京-朝阳,"电气设计,PLC程序设计,运动控制系统,伺服系统,控制系统,电气自动化设计"
计算机专业课程辅导,无经验,本科,300-500元/时,暂无信息,http://jobs.zhaopin.com/CCL1324731060J40373720711.htm?refcode=4019&srccode=&preactionid=,青岛游子吟国际教育有限公司,暂无信息,20-99人,北京-东城,"大数据分析,MySQL,Java,Python,R语言,Perl,架构设计,数据建模"
Java/前端/python/C/C++/测试 全国多城市福利好,经验不限,本科,1.2万-2.4万,暂无信息,http://jobs.zhaopin.com/CC138117190J40507027605.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"Javascript,C++,C,Spring,MySQL,Oracle"
后台开发工程师（智慧水务分公司）,1-3年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC134689610J40465018001.htm?refcode=4019&srccode=&preactionid=,中国市政工程华北设计研究总院有限公司,国企,1000-9999人,北京-大兴,"Spring,后端开发,Java,Python"
python工程师,3-5年,本科,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC875852430J40547257812.htm?refcode=4019&srccode=&preactionid=,福州多言语教育科技有限公司,民营,20-99人,北京-西城,Python
python开发工程师（海淀）,1-3年,本科,1.1万-1.8万,暂无信息,http://jobs.zhaopin.com/CC272648910J40385642008.htm?refcode=4019&srccode=&preactionid=,维恩贝特科技有限公司,民营,500-999人,北京-海淀,"Sklearn,Tornado,Django"
软件测试工程师(接受小白可培训后上岗项目长期稳定),经验不限,本科,7千-8千,暂无信息,http://jobs.zhaopin.com/CC273670410J40443289406.htm?refcode=4019&srccode=&preactionid=,北京捷科智诚科技有限公司,民营,1000-9999人,北京-朝阳,"功能测试,性能测试,自动化测试,移动端测试,Jmeter,Python,银行测试,银行柜员"
后端开发,经验不限,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC261547480J40254049411.htm?refcode=4019&srccode=&preactionid=,中国电子科技集团公司信息科学研究院   ,事业单位,500-999人,北京-石景山,"后端开发,架构设计,Java,Python"
python软件架构设计,经验不限,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000016380J40429390416.htm?refcode=4019&srccode=&preactionid=,西门子(中国)有限公司,外商独资,10000人以上,北京-朝阳,数据结构
python开发工程师 双休 北京,经验不限,本科,1.6万-3万,暂无信息,http://jobs.zhaopin.com/CC138117190J40285596605.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"Java,MySQL,网络爬虫技术,算法基础"
功能测试,经验不限,学历不限,1.3万-1.8万,暂无信息,http://jobs.zhaopin.com/CC273670410J40413216506.htm?refcode=4019&srccode=&preactionid=,北京捷科智诚科技有限公司,民营,1000-9999人,北京-丰台,"SQL,Python,Linux,软件测试,黑盒测试,金融测试,禅道,Postman"
【对日赴日软件工作】对日软件工程师/IT工程师 国内/日本,1-3年,学历不限,7千-1.4万,13薪,http://jobs.zhaopin.com/CC433788220J40099662512.htm?refcode=4019&srccode=&preactionid=,辛巴达软件,民营,20-99人,北京-海淀,"Java,C#,PHP,SAP,COBOL,Python,上流设计,前端开发"
python工程师,经验不限,本科,7千-1万,暂无信息,http://jobs.zhaopin.com/CCL1374282040J40341262810.htm?refcode=4019&srccode=&preactionid=,北京白星花科技有限公司,民营,20人以下,北京-海淀,"Python,CHATGPT"
软件开发（Java、C++、python）,经验不限,本科,1.5万-3万,16薪,http://jobs.zhaopin.com/CC138117190J40397547905.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"后端开发,WEB开发,全栈开发"
软件测试工程师,无经验,本科,5千-1万,暂无信息,http://jobs.zhaopin.com/CCL1469451920J40442345311.htm?refcode=4019&srccode=&preactionid=,北京威莱科技有限公司,暂无信息,100-299人,北京,"功能测试,性能测试,自动化测试,Java,Python"
GIS开发工程师,无经验,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC459432410J40454785908.htm?refcode=4019&srccode=&preactionid=,易智瑞信息技术有限公司,民营,300-499人,北京-朝阳,"GIS,arcgis,知识图谱,地理人工智能,地质信息化,Python,AI,地质"
软件开发工程师（Java、python等）,1-3年,本科,1.3万-2万,暂无信息,http://jobs.zhaopin.com/CC494036520J40460992704.htm?refcode=4019&srccode=&preactionid=,北京康孚科技股份有限公司,股份制企业,100-299人,北京-海淀,"Vue,SpringBoot,后端开发"
python开发工程师,经验不限,本科,1.2万-2万,暂无信息,http://jobs.zhaopin.com/CC333031130J40512589607.htm?refcode=4019&srccode=&preactionid=,北京数易科技有限公司,民营,20-99人,北京-大兴,
招应往届生见习岗运维工程师（双休+社保））,经验不限,本科,5千-6千,暂无信息,http://jobs.zhaopin.com/CCL1365249260J40543561601.htm?refcode=4019&srccode=&preactionid=,中宇数科(北京)科技有限公司,民营,20-99人,北京-海淀,"IDC/机房运维,系统运维,服务器运维,Nginx,Tomcat,Kubernetes,Python,Java,GoLang"
C++,1-3年,学历不限,1.8万-2.4万,13薪,http://jobs.zhaopin.com/CCL1476154210J40514811010.htm?refcode=4019&srccode=&preactionid=,北京金巴顺漾科技有限公司,暂无信息,100-299人,北京-朝阳,"C,C#,Python,深度学习框架,OpenCV,OpenGL"
python,1-3年,大专,1.3万-1.6万,暂无信息,http://jobs.zhaopin.com/CC000544460J40488647516.htm?refcode=4019&srccode=&preactionid=,软通动力信息技术(集团)股份有限公司,民营,10000人以上,北京-东城,"MySQL,Python"
后端python开发工程师（项目部）,经验不限,本科,1.3万-2.6万,暂无信息,http://jobs.zhaopin.com/CCL1295287630J40480729107.htm?refcode=4019&srccode=&preactionid=,北京大数据先进技术研究院,事业单位,100-299人,北京-海淀,pytorch
外场保障、调试工程师,经验不限,本科,6千-9千,暂无信息,http://jobs.zhaopin.com/CC281661110J40440960213.htm?refcode=4019&srccode=&preactionid=,北京环境特性研究所,国企,500-999人,北京,"Python,AutoCAD"
巡检机器人研发工程师,1-3年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC695144720J40413748508.htm?refcode=4019&srccode=&preactionid=,北京久仪科技股份有限公司,民营,20-99人,北京-昌平,"C语言,Python,嵌入式技术,嵌入式硬件开发,嵌入式软件开发"
软件开发c c++ js python Java 大数据 算法,经验不限,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000542940J40464463614.htm?refcode=4019&srccode=&preactionid=,华为技术有限公司,民营,10000人以上,北京-海淀,C++
AI python开发工程师,3-5年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CCL1260729310J40500516609.htm?refcode=4019&srccode=&preactionid=,北京同方智科科技有限公司,国企,100-299人,北京-海淀,"NLP,Python,pytorch,TensorFlow,深度学习框架"
航天c++软件开发培养岗,经验不限,本科,6千-1.2万,14薪,http://jobs.zhaopin.com/CC867334950J40474983406.htm?refcode=4019&srccode=&preactionid=,西安天宇星控信息科技有限公司,民营,20-99人,北京-海淀,"C++,C,C#,Python,Linux开发"
软件开发，测试，运维，数据开发工程师,经验不限,学历不限,1.5万-3万,16薪,http://jobs.zhaopin.com/CC138117190J40396226005.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,北京-海淀,"后端开发,C++,Python,Linux,分布式技术"
python,1-3年,本科,1万-1.4万,暂无信息,http://jobs.zhaopin.com/CC509286380J40435151206.htm?refcode=4019&srccode=&preactionid=,易宝软件科技(南京)有限公司,民营,1000-9999人,北京-海淀,"图形图像处理,Flask,GRADIO,Docker,深度学习"
多模语音框架-服务端工程师(JAVA/python/C++/GO),3-5年,本科,2.5万-4.5万,暂无信息,http://jobs.zhaopin.com/CC333011780J40508424803.htm?refcode=4019&srccode=&preactionid=,北京微家投资管理有限公司,民营,500-999人,北京-朝阳,"语音处理,ASR,TTS"
Java开发工程师,1年以下,大专,9千-1.7万,暂无信息,http://jobs.zhaopin.com/CCL1476260790J40479720504.htm?refcode=4019&srccode=&preactionid=,北京益师义优科技服务有限公司,暂无信息,100-299人,北京-西城,"C++,Python,Spring,Struts,Oracle"
运维工程师,1-3年,大专,1.1万-1.3万,暂无信息,http://jobs.zhaopin.com/CC404581310J40465453305.htm?refcode=4019&srccode=&preactionid=,北京新致君阳信息技术有限公司,合资,1000-9999人,北京-丰台,"Python,Java"
python,3-5年,本科,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC867227980J40488257811.htm?refcode=4019&srccode=&preactionid=,北京五一深度信息技术有限公司,民营,100-299人,北京-海淀,
初级python工程师,1-3年,本科,6千-1万,暂无信息,http://jobs.zhaopin.com/CC726629350J40232155305.htm?refcode=4019&srccode=&preactionid=,中包物联网科技(天津)有限公司,民营,20-99人,北京-朝阳,"数据库,数据挖掘"
web开发全栈工程师,无经验,大专,1.8万-3.5万,暂无信息,http://jobs.zhaopin.com/CCL1412164790J40486763804.htm?refcode=4019&srccode=&preactionid=,内蒙古赤峰赤轮技术服务有限公司,暂无信息,20人以下,北京-海淀,"C语言,C++,Python,微服务架构,多进程,全栈开发,后端开发,JQuery"
Java开发工程师,1年以下,大专,1万-1.7万,暂无信息,http://jobs.zhaopin.com/CCL1476260790J40479721904.htm?refcode=4019&srccode=&preactionid=,北京益师义优科技服务有限公司,暂无信息,100-299人,北京-海淀,"C++,Python,Javascript,Spring,Struts,PostgreSQL,Oracle"
python（短期）,1-3年,大专,1.6万-2万,暂无信息,http://jobs.zhaopin.com/CC629631820J40591595215.htm?refcode=4019&srccode=&preactionid=,北京高馨宏维网络科技有限公司,民营,20-99人,北京-朝阳,Python
python开发工程师（后端）,1-3年,大专,1万-1.8万,暂无信息,http://jobs.zhaopin.com/CC697082780J40231611710.htm?refcode=4019&srccode=&preactionid=,北京深度制耀科技有限公司,外商独资,100-299人,北京-朝阳,"Python,SQLAlchemy,后端开发,MySQL,Tornado,Celery,Redis,消息队列"
车载Android功能测试,经验不限,本科,1万-1.5万,13薪,http://jobs.zhaopin.com/CC849394230J40492994402.htm?refcode=4019&srccode=&preactionid=,南京欧思其软件服务有限公司北京分公司,民营,300-499人,北京-朝阳,"软件测试,Python,Java"
Java开发工程师,经验不限,大专,7千-1.3万,13薪,http://jobs.zhaopin.com/CC664751880J40446892815.htm?refcode=4019&srccode=&preactionid=,北京鸿源码斋科技有限公司,民营,20人以下,北京-东城,"SpringBoot,Elasticsearch,Solr,Java,Python"
IT数字化项目管理(精通python)-供应链方向,无经验,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000016380J40445554516.htm?refcode=4019&srccode=&preactionid=,西门子(中国)有限公司,外商独资,10000人以上,北京-朝阳,SAP项目
高级python开发（外派银行）,5-10年,本科,2万-2.2万,暂无信息,http://jobs.zhaopin.com/CC315847110J40235792207.htm?refcode=4019&srccode=&preactionid=,京北方,民营,10000人以上,北京-朝阳,Python
架构师（后端）,经验不限,本科,2.5万-3.5万,13薪,http://jobs.zhaopin.com/CCL1389273080J40520613809.htm?refcode=4019&srccode=&preactionid=,数字双碳科技(合肥)有限公司,民营,100-299人,北京-朝阳,"Python,大数据架构,后端"
网站开发工程师,经验不限,学历不限,9千-1.2万,暂无信息,http://jobs.zhaopin.com/CCL1276167740J40521358507.htm?refcode=4019&srccode=&preactionid=,北京网创时代科技有限责任公司,暂无信息,20人以下,北京-大兴,"C++,Python,Javascript"
python开发助理工程师,无经验,本科,1万-1.5万,14薪,http://jobs.zhaopin.com/CC120747250J40476863011.htm?refcode=4019&srccode=&preactionid=,思特奇,上市公司,1000-9999人,北京-海淀,"Django,Flask"
python无人机飞行控制开发,3-5年,本科,1.5万-3万,暂无信息,http://jobs.zhaopin.com/CC365441220J40529410401.htm?refcode=4019&srccode=&preactionid=,北京中科润锋科技有限公司,民营,20-99人,北京-海淀,"无人机控制算法,无人机研发,无人机设计,无人机控制系统,无人机飞控系统"
java软件开发工程师,3-5年,大专,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CCL1455033520J40425162009.htm?refcode=4019&srccode=&preactionid=,十方星链(苏州)航天科技有限公司,民营,20-99人,北京-海淀,"大数据开发,网络编程,Java,Python,SQL,SpringBoot,全栈开发"
后端软件工程师,3-5年,学历不限,1.3万-2.6万,暂无信息,http://jobs.zhaopin.com/CC144477140J40420700613.htm?refcode=4019&srccode=&preactionid=,北京品物堂产品设计有限公司,民营,100-299人,北京-朝阳,"后端开发,Java,Python,AI"
高级python开发工程师,3-5年,本科,3万-6万,15薪,http://jobs.zhaopin.com/CCL1449748400J40464336704.htm?refcode=4019&srccode=&preactionid=,北京艾托邦人工智能科技有限公司,民营,20人以下,北京-海淀,"Python,金融领域,大数据领域"
python软件开发工程师,经验不限,大专,6千-1.2万,暂无信息,http://jobs.zhaopin.com/CCL1216379250J40413547511.htm?refcode=4019&srccode=&preactionid=,维森视觉丹阳有限公司,股份制企业,20人以下,北京-海淀,Linux
功能测试工程师,1-3年,大专,1万-1.8万,暂无信息,http://jobs.zhaopin.com/CCL1406837860J40486683005.htm?refcode=4019&srccode=&preactionid=,北京乐慧慧科技有限公司,民营,20-99人,北京-昌平,"Jmeter,Postman,Monkey,Java,Python,CSS"
