job_name,experience,education,salary,other,detail_url,company_name,type,numbers,location,words
java开发工程师,3-5年,大专,1.3万-2万,暂无信息,http://jobs.zhaopin.com/CCL1349315790J40360084903.htm?refcode=4019&srccode=&preactionid=,上海碳信智成信息技术有限公司,民营,100-299人,上海-宝山,"Java,PHP,SQL"
java高级开发工程师,3-5年,本科,1.7万-2万,13薪,http://jobs.zhaopin.com/CC602893220J40453666813.htm?refcode=4019&srccode=&preactionid=,上海迈利船舶科技有限公司,民营,20-99人,上海-浦东,"SpringBoot,Tomcat,Docker,Spark,后端开发,PostgreSQL,MySQL,HBase"
高级java开发工程师,3-5年,本科,1.2万-1.7万,暂无信息,http://jobs.zhaopin.com/CC417331780J40431364303.htm?refcode=4019&srccode=&preactionid=,上海汉朔信息科技有限公司,民营,1000-9999人,上海-浦东,"后端开发,SpringBoot,SpringCloud,SpringMVC,Netty"
java开发工程师（阿里云/双休）,3-5年,本科,2万-3万,暂无信息,http://jobs.zhaopin.com/CC702648730J40519243608.htm?refcode=4019&srccode=&preactionid=,胜通和科技有限公司广州分公司,国企,10000人以上,上海-徐汇,
中高级java工程师（驻场-上清所）,5-10年,本科,1.7万-1.9万,暂无信息,http://jobs.zhaopin.com/CC143316920J40441898704.htm?refcode=4019&srccode=&preactionid=,赢时胜,民营,1000-9999人,上海-黄浦,后端开发
java开发工程师中级,1-3年,大专,1万-1.2万,暂无信息,http://jobs.zhaopin.com/CC478419510J40514180103.htm?refcode=4019&srccode=&preactionid=,华研信息技术(上海)有限公司,民营,20-99人,上海-徐汇,"Java,SQL"
java开发工程师,1-3年,本科,1.7万-2.5万,13薪,http://jobs.zhaopin.com/CC659427680J40502105703.htm?refcode=4019&srccode=&preactionid=,上海勇心网络科技有限公司,民营,20-99人,上海-嘉定,
java后端开发工程师,3-5年,本科,1.3万-1.5万,暂无信息,http://jobs.zhaopin.com/CC511201620J40463603001.htm?refcode=4019&srccode=&preactionid=,燕梭金融信息科技(上海)有限公司,民营,100-299人,上海-浦东,"Oracle,MySQL,PostgreSQL,HBase,微服务,Hive,LINUM,Spring"
java (外企项目）,3-5年,本科,1.5万-2.2万,暂无信息,http://jobs.zhaopin.com/CC822884050J40475242304.htm?refcode=4019&srccode=&preactionid=,大连众和众科技有限公司,民营,100-299人,上海-浦东,"AWS,前端开发,CI/CD,云开发"
java/c++/c/python/js/php/测试/线上面试,经验不限,本科,1.5万-3万,暂无信息,http://jobs.zhaopin.com/CC138117190J40432417705.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,上海-浦东,
java后端工程师,3-5年,大专,1.3万-1.5万,暂无信息,http://jobs.zhaopin.com/CC511201620J40535697401.htm?refcode=4019&srccode=&preactionid=,燕梭金融信息科技(上海)有限公司,民营,100-299人,上海-浦东,"Oracle,MySQL,存储过程,项目管理"
java开发工程师,1-3年,大专,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CCL1301791860J40090174315.htm?refcode=4019&srccode=&preactionid=,上海菁淇信息科技有限公司,合资,100-299人,上海,Java
java-上海,3-5年,本科,1.1万-1.3万,暂无信息,http://jobs.zhaopin.com/CC000544460J40499789016.htm?refcode=4019&srccode=&preactionid=,软通动力信息技术(集团)股份有限公司,民营,10000人以上,上海-青浦,"Spring,Redis"
初级java开发工程师,3-5年,本科,1.3万-1.7万,暂无信息,http://jobs.zhaopin.com/CC440199980J40532167907.htm?refcode=4019&srccode=&preactionid=,北京众策科技咨询有限公司,民营,20-99人,上海-浦东,"Python,Javascript,Java,Spring,MySQL,CET6,英语口语流利"
java开发工程师,3-5年,本科,1.4万-1.6万,暂无信息,http://jobs.zhaopin.com/CC297246020J40546252114.htm?refcode=4019&srccode=&preactionid=,上海坤亿信息技术有限公司,民营,20-99人,上海-杨浦,"Spring,MySQL"
java初级中级高级开发工程师,3-5年,大专,9千-1.6万,暂无信息,http://jobs.zhaopin.com/CC120160390J40242638316.htm?refcode=4019&srccode=&preactionid=,中科软科技股份有限公司,股份制企业,1000-9999人,上海-徐汇,"Java,Spring,Servlet,MyBatis,SpringCloud,SpringBoot,Mybatis,Oracle"
java开发工程师,5-10年,本科,2万-3万,暂无信息,http://jobs.zhaopin.com/CC702648730J40514076408.htm?refcode=4019&srccode=&preactionid=,胜通和科技有限公司广州分公司,国企,10000人以上,上海-徐汇,
工业4.0所-java 工程师,3-5年,本科,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC696844420J40435808112.htm?refcode=4019&srccode=&preactionid=,清华大学天津高端装备研究院,事业单位,100-299人,上海-金山,不限
上海java,3-5年,本科,1.5万-1.6万,暂无信息,http://jobs.zhaopin.com/CC490841330J40514859009.htm?refcode=4019&srccode=&preactionid=,易诚互动,股份制企业,1000-9999人,上海-浦东,
java开发工程师,3-5年,本科,1.5万-2.5万,13薪,http://jobs.zhaopin.com/CC659427680J40509575703.htm?refcode=4019&srccode=&preactionid=,上海勇心网络科技有限公司,民营,20-99人,上海-静安,"Java,Spring,MySQL,Mybatis,五险一金,年终奖,Dubbo,Redis,SPRINGMVC"
java中级开发工程师,3-5年,大专,1.1万-1.2万,暂无信息,http://jobs.zhaopin.com/CC120068964J00593826001.htm?refcode=4019&srccode=&preactionid=,软中信息,国企,100-299人,上海-浦东,"SPRINGMVC,SPRINGBOOT"
java开发,3-5年,大专,1.4万-1.6万,暂无信息,http://jobs.zhaopin.com/CC297246020J40556004814.htm?refcode=4019&srccode=&preactionid=,上海坤亿信息技术有限公司,民营,20-99人,上海-杨浦,"Java,Spring,MySQL"
java开发工程师（上海）,3-5年,本科,1.2万-1.4万,暂无信息,http://jobs.zhaopin.com/CC142971790J40497489311.htm?refcode=4019&srccode=&preactionid=,南京迈特望科技股份有限公司,股份制企业,1000-9999人,上海-浦东,"云原生,OPENGUASS,TXSQL"
高级java开发工程师（学信网）,5-10年,本科,1.6万-2万,暂无信息,http://jobs.zhaopin.com/CC585923020J40498998003.htm?refcode=4019&srccode=&preactionid=,北京开科唯识技术股份有限公司深圳分公司,股份制企业,1000-9999人,上海-浦东,"SpringBoot,SpringCloud,SpringMVC,后端开发,Redis,MySQL,SQLServer"
java开发工程师,3-5年,大专,1万-1.8万,暂无信息,http://jobs.zhaopin.com/CC138873790J40462174409.htm?refcode=4019&srccode=&preactionid=,上海登飞计算机科技有限公司,合资,20-99人,上海-徐汇,"Spring,SpringMVC,MySQL,SpringBoot,Oracle"
java js python c++ 测试 运维（试用期全薪 接受应届生 线上面试）,经验不限,本科,1.5万-3万,暂无信息,http://jobs.zhaopin.com/CC138117190J40428009105.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,上海-浦东,Java
高级java工程师,3-5年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC385622410J40491515406.htm?refcode=4019&srccode=&preactionid=,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,上海-浦东,
java软件开发工程师,5-10年,大专,1.2万-1.8万,暂无信息,http://jobs.zhaopin.com/CCL1211142100J40486331106.htm?refcode=4019&srccode=&preactionid=,深圳智蛋科技有限公司,民营,100-299人,上海-浦东,"MySQL,Redis,后端开发,SpringBoot,SpringCloud,SpringMVC"
java开发工程师,3-5年,本科,1.2万-2万,暂无信息,http://jobs.zhaopin.com/CC120143600J40346264515.htm?refcode=4019&srccode=&preactionid=,浪潮集团,国企,10000人以上,上海-浦东,"后端开发,Hadoop,HTML5,Java,MySQL,SpringBoot,SpringCloud,JavaScript"
java开发工程师,3-5年,本科,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC431575010J40100388807.htm?refcode=4019&srccode=&preactionid=,上海派森诺生物科技股份有限公司,民营,500-999人,上海-徐汇,"Java,Oracle,MySQL,Redis,SpringBoot,SpringCloud"
java,5-10年,学历不限,1.3万-1.6万,暂无信息,http://jobs.zhaopin.com/CC354095110J40349054815.htm?refcode=4019&srccode=&preactionid=,杭州点微科技有限公司,股份制企业,20-99人,上海-崇明,"Java,FreeMarker,后端开发,SpringBoot,Oracle,MySQL"
java开放工程师,3-5年,学历不限,1.5万-3万,13薪,http://jobs.zhaopin.com/CC217586620J40249195202.htm?refcode=4019&srccode=&preactionid=,申通快递,上市公司,10000人以上,上海-青浦,"Java,Spring,JVM,高并发,多线程,分布式"
上海java开发工程师,5-10年,大专,1.3万-1.9万,暂无信息,http://jobs.zhaopin.com/CC821545310J40390210309.htm?refcode=4019&srccode=&preactionid=,南京特望科技有限公司,民营,100-299人,上海-浦东,"后端开发,SpringBoot,SpringCloud,Oracle,MySQL"
java开发工程师(J11883),5-10年,本科,2.5万-3.5万,暂无信息,http://jobs.zhaopin.com/CC294547880J40448167103.htm?refcode=4019&srccode=&preactionid=,上海太屋网络科技有限公司,民营,1000-9999人,上海-徐汇,"SpringCloud,SpringBoot,后端开发,MySQL"
java软件开发工程师,3-5年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CCL1449935740J40555269215.htm?refcode=4019&srccode=&preactionid=,上海思亦加网络科技有限公司,民营,20-99人,上海-静安,"Spring,企业管理软件,后端开发,前端开发"
初中级java(基金公司驻场+金融项目经验）,1-3年,本科,1.1万-1.6万,暂无信息,http://jobs.zhaopin.com/CC587383820J40402824407.htm?refcode=4019&srccode=&preactionid=,上海锐赢,民营,20-99人,上海-浦东,"后端开发,SpringCloud,Java,微服务架构"
java开发工程师,经验不限,本科,7千-1万,暂无信息,http://jobs.zhaopin.com/CC264213880J40123807505.htm?refcode=4019&srccode=&preactionid=,上海传美信息技术有限公司,民营,20人以下,上海-浦东,"Java,后端开发"
