job_name,experience,education,salary,other,detail_url,company_name,type,numbers,location,words
技术服务工程师,3-5年,本科,1万-1.4万,暂无信息,http://jobs.zhaopin.com/CC285451210J40477205811.htm?refcode=4019&srccode=&preactionid=,中科创达软件股份有限公司,合资,1000-9999人,上海-杨浦,"数据分析,商家系统"
业务运营专员（实习）,无经验,本科,200-250/天,暂无信息,http://jobs.zhaopin.com/CC387929110J40388137709.htm?refcode=4019&srccode=&preactionid=,安付宝商务有限公司,国企,300-499人,上海-普陀,"产品运营,活动运营,销售运营,数据分析"
数据建模分析师（高级）,5-10年,本科,3万-5万,暂无信息,http://jobs.zhaopin.com/CC382087910J40520963207.htm?refcode=4019&srccode=&preactionid=,上海东浩人力资源有限公司,国企,100-299人,上海-虹口,"搭建数据分析体系,Sql,熟悉R,Python,MongoDB"
数据分析师,1年以下,本科,7千-9千,13薪,http://jobs.zhaopin.com/CC132908030J40549503712.htm?refcode=4019&srccode=&preactionid=,上海零点市场调查有限公司,民营,500-999人,上海-黄浦,"SPSS,市场调研数据分析"
行政专员/助理,1-3年,大专,6千-9千,13薪,http://jobs.zhaopin.com/CCL1473915570J40465047211.htm?refcode=4019&srccode=&preactionid=,上海正星数智科技有限公司,民营,20-99人,上海-嘉定,"数据分析,数据审核,核算"
资深数据分析师/总监（上海）,5-10年,本科,4万-7万,暂无信息,http://jobs.zhaopin.com/CC469217510J40502294101.htm?refcode=4019&srccode=&preactionid=,字节跳动,民营,10000人以上,上海-徐汇,
仓储数据分析专员/主管 (MJ008414),3-5年,大专,1.5万-2万,16薪,http://jobs.zhaopin.com/CC699283530J40500729203.htm?refcode=4019&srccode=&preactionid=,上海识装信息科技有限公司,民营,1000-9999人,上海-嘉定,"Sql,excel,数据分析"
人力资源规划高级专家,5-10年,本科,2.5万-3万,16薪,http://jobs.zhaopin.com/CC133030060J40481654506.htm?refcode=4019&srccode=&preactionid=,华润雪花,国企,10000人以上,上海-黄浦,"战略人力规划,数据分析,前沿HR"
项目运营专员/项目主管/项目管理+灵活办公,1-3年,大专,8千-1.5万,暂无信息,http://jobs.zhaopin.com/CC576859780J40365096911.htm?refcode=4019&srccode=&preactionid=,上海蓝服企业管理有限公司,民营,500-999人,上海,"运营专员,运营经理,行业数据分析,C端用户运营,餐饮销售运营,门店销售运营,渠道运营,数据分析"
数据分析实习生,无经验,本科,130-200/天,暂无信息,http://jobs.zhaopin.com/CC000571490J40410819511.htm?refcode=4019&srccode=&preactionid=,经纬恒润,民营,1000-9999人,上海-徐汇,"Python,SQL,SPSS"
数据分析师,1-3年,硕士,4万-7万,18薪,http://jobs.zhaopin.com/CC625242220J40474753610.htm?refcode=4019&srccode=&preactionid=,拼多多,民营,1000-9999人,上海-长宁,"SQL,Python,商业数据分析,运营数据分析,机器学习,多元统计分析,因子分析"
